query,response_time_ms,cost_bw,cumulative_cost,replicas,bw_inter_provider_gb,bw_inter_region_gb,cpu_cost,replica_cost,total_cost,sla_violations_cumul,avg_bw_price
0,243,629712,0,0126,0,0126,0,0,9,0,45,0,001731,0,0,014331,0,0,0126
1,244,480024,0,0126,0,0252,0,0,9,0,45,0,001908,0,0,014508,0,0,0126
2,254,800348,0,0126,0,0378,0,0,9,0,45,0,001892,0,0,014492,0,0,0126
3,252,589247,0,0126,0,0504,0,0,9,0,45,0,001933,0,0,014533,0,0,0126
4,252,508688,0,0126,0,063,0,0,9,0,45,0,00173,0,0,01433,0,0,0126
5,229,705515,0,0126,0,0756,0,0,9,0,45,0,001679,0,0,014279,0,0,0126
6,253,964806,0,0126,0,0882,0,0,9,0,45,0,001865,0,0,014465,0,0,0126
7,252,154726,0,0126,0,1008,0,0,9,0,45,0,001777,0,0,014377,0,0,0126
8,255,823337,0,0126,0,1134,0,0,9,0,45,0,001894,0,0,014494,0,0,0126
9,248,045815,0,0126,0,126,0,0,9,0,45,0,001755,0,0,014355,0,0,0126
10,247,488626,0,0126,0,1386,0,0,9,0,45,0,001868,0,0,014468,0,0,0126
11,248,04536,0,0126,0,1512,0,0,9,0,45,0,001688,0,0,014288,0,0,0126
12,251,604005,0,0126,0,1638,0,0,9,0,45,0,001819,0,0,014419,0,0,0126
13,243,074816,0,0126,0,1764,0,0,9,0,45,0,0019,0,0,0145,0,0,0126
14,246,535723,0,0126,0,189,0,0,9,0,45,0,001832,0,0,014432,0,0,0126
15,252,779874,0,0126,0,2016,0,0,9,0,45,0,001925,0,0,014525,0,0,0126
16,243,642029,0,0126,0,2142,0,0,9,0,45,0,001792,0,0,014392,0,0,0126
17,248,164904,0,0126,0,2268,0,0,9,0,45,0,001905,0,0,014505,0,0,0126
18,258,066514,0,0126,0,2394,0,0,9,0,45,0,001926,0,0,014526,0,0,0126
19,247,998408,0,0126,0,252,0,0,9,0,45,0,001677,0,0,014277,0,0,0126
20,247,340175,0,0126,0,2646,0,0,9,0,45,0,001738,0,0,014338,0,0,0126
21,260,461499,0,0126,0,2772,0,0,9,0,45,0,001875,0,0,014475,0,0,0126
22,257,25932,0,0126,0,2898,0,0,9,0,45,0,001851,0,0,014451,0,0,0126
23,240,398338,0,0126,0,3024,0,0,9,0,45,0,001786,0,0,014386,0,0,0126
24,242,325401,0,0126,0,315,0,0,9,0,45,0,001843,0,0,014443,0,0,0126
25,255,111656,0,0126,0,3276,0,0,9,0,45,0,001905,0,0,014505,0,0,0126
26,246,566874,0,0126,0,3402,0,0,9,0,45,0,001693,0,0,014293,0,0,0126
27,252,725617,0,0126,0,3528,0,0,9,0,45,0,00171,0,0,01431,0,0,0126
28,230,810444,0,0126,0,3654,0,0,9,0,45,0,001658,0,0,014258,0,0,0126
29,242,653059,0,0126,0,378,0,0,9,0,45,0,001687,0,0,014287,0,0,0126
30,253,88005,0,0126,0,3906,0,0,9,0,45,0,001681,0,0,014281,0,0,0126
31,249,585103,0,0126,0,4032,0,0,9,0,45,0,001704,0,0,014304,0,0,0126
32,244,180312,0,0126,0,4158,0,0,9,0,45,0,001859,0,0,014459,0,0,0126
33,248,128161,0,0126,0,4284,0,0,9,0,45,0,001703,0,0,014303,0,0,0126
34,250,40174,0,0126,0,441,0,0,9,0,45,0,001842,0,0,014442,0,0,0126
35,243,038761,0,0126,0,4536,0,0,9,0,45,0,001773,0,0,014373,0,0,0126
36,243,473928,0,0126,0,4662,0,0,9,0,45,0,001929,0,0,014529,0,0,0126
37,254,414724,0,0126,0,4788,0,0,9,0,45,0,001915,0,0,014515,0,0,0126
38,237,325219,0,0126,0,4914,0,0,9,0,45,0,001714,0,0,014314,0,0,0126
39,246,060684,0,0126,0,504,0,0,9,0,45,0,001698,0,0,014298,0,0,0126
40,248,36054,0,0126,0,5166,0,0,9,0,45,0,001907,0,0,014507,0,0,0126
41,243,961818,0,0126,0,5292,0,0,9,0,45,0,001878,0,0,014478,0,0,0126
